vin,wmi,make,model,year,plant,region,verified_by,verified_at,source_type,confidence_cap
AHTEB6FB9ED385251,AHT,Toyota,Corolla,2014,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDKU40R25685717,JTD,Toyota,Yaris,2024,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4563RA214243,KMH,Hyundai,Santa Fe,2024,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAUX12P9K902021,WBA,BMW,X3,2023,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABC5LV912864,AAV,Volkswagen,Polo,2020,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGGH0128RC893555,1HG,Honda,Accord,2024,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6FB5HB541804,AHT,Toyota,Yaris,2017,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDLX51L41799646,JTD,Toyota,Camry,2020,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHLG7895KA330911,KMH,Hyundai,Tucson,2019,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW120GW022715,ABM,BMW,X5,2016,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAFGH1J8JF106146,AFA,Ford,Fiesta,2018,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAJ1RMS6M008907,1FA,Ford,Explorer,2025,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAABCDE0SG079286,AFA,Ford,Everest,2025,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAFGH1J4NG518614,AFA,Ford,Everest,2022,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHLG7895NB853554,KMH,Hyundai,Tucson,2022,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBA8A91E9A165862,WBA,BMW,320i,2014,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLC7M711381,1FA,Ford,Mustang,2012,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW1236AW605663,AAV,Volkswagen,Golf,2010,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4566DD155223,1HG,Honda,CR-V,2013,D,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHLG7890ND915866,KMH,Hyundai,Sonata,2022,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDKU40R51577456,JTD,Toyota,Yaris,2024,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW789EB303265,ABM,BMW,5 Series,2014,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6FBXDB720818,AHT,Toyota,Fortuner,2013,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW781TB799188,ABM,BMW,5 Series,2026,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6A7F104561,WA1,Audi,A6,2010,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA18R55F2E037512,WA1,Audi,Q3,2015,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0120PA365933,KMH,Hyundai,Santa Fe,2023,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6FB8GC384245,AHT,Toyota,Fortuner,2016,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDKU40T50603887,JTD,Toyota,Yaris,2026,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA123456SG032084,AFA,Ford,Fiesta,2025,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGEF789XMB218930,1HG,Honda,Accord,2021,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGGH0129LB955140,1HG,Honda,CR-V,2020,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6GB2MB337356,AHT,Toyota,Fortuner,2021,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABCXFV605257,AAV,Volkswagen,Golf,2015,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLH6F851016,1FA,Ford,Explorer,2017,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLM3K879852,1FA,Ford,F-150,2021,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAP8THN0K817877,1FA,Ford,F-150,2022,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAP8THG4N340245,1FA,Ford,Explorer,2016,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLB5F293610,1FA,Ford,F-150,2011,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDLX51F56756811,JTD,Toyota,Corolla,2015,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABC4PX331656,AAV,Volkswagen,Polo,2023,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLR6K423942,1FA,Ford,Mustang,2024,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAUX12M2F473009,WBA,BMW,X5,2021,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6CB8EC658397,AHT,Toyota,Yaris,2014,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4569DA695320,KMH,Hyundai,Santa Fe,2013,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6TXN815036,WA1,Audi,A6,2026,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLA5N501448,1FA,Ford,F-150,2010,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4569MB088094,1HG,Honda,Accord,2021,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4565GC907784,KMH,Hyundai,Tucson,2016,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1H8U7E6D747876,WA1,Audi,Q3,2014,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW4566LV804745,AAV,Volkswagen,Touran,2020,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW561LW046707,ABM,BMW,X5,2020,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDLX51H70594151,JTD,Toyota,Camry,2017,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDBR32J35855551,JTD,Toyota,Corolla,2018,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAEV51EXK801833,WBA,BMW,320i,2014,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBA8A91C0A817729,WBA,BMW,320i,2012,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW345DM805941,ABM,BMW,X5,2013,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA678902LF930545,AFA,Ford,Fiesta,2020,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6CB1AB388266,AHT,Toyota,Yaris,2010,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABC6GW120271,AAV,Volkswagen,Golf,2016,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1H8U7C8D334583,WA1,Audi,Q5,2012,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW347BW943515,ABM,BMW,X5,2011,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6CB3CC669823,AHT,Toyota,Corolla,2012,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW124RW570607,ABM,BMW,X3,2024,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6CB6KB732143,AHT,Toyota,Fortuner,2019,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62C05820130,JTD,Toyota,Camry,2012,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLF5M627887,1FA,Ford,F-150,2015,M,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHLG7898AD781148,KMH,Hyundai,i30,2010,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW56XJM319135,ABM,BMW,3 Series,2018,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDKU40D75683773,JTD,Toyota,Corolla,2013,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLJ4F612160,1FA,Ford,Escape,2018,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6GB7PC369847,AHT,Toyota,Hilux,2023,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6J0N682584,WA1,Audi,A4,2018,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW123FB235261,ABM,BMW,X5,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62F86390161,JTD,Toyota,RAV4,2015,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4562BA022902,KMH,Hyundai,i30,2011,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDBR32L15390596,JTD,Toyota,Corolla,2020,5,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6H6E177750,WA1,Audi,A4,2017,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6N8E282328,WA1,Audi,Q3,2022,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW560PB312912,ABM,BMW,X3,2023,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGGH012XBC175933,1HG,Honda,HR-V,2011,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6DB4LC247641,AHT,Toyota,Yaris,2020,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0123AC784838,KMH,Hyundai,Tucson,2010,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW560FB058777,ABM,BMW,5 Series,2015,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4566BC134634,1HG,Honda,Accord,2011,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4562TA237210,1HG,Honda,CR-V,2026,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD456XAA753280,1HG,Honda,Accord,2010,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW562TB373219,ABM,BMW,5 Series,2026,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW1238DW170391,AAV,Volkswagen,Golf,2013,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLR6K202917,1FA,Ford,Escape,2024,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6FB2LD837957,AHT,Toyota,Corolla,2020,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAJ1RMJ7F770405,1FA,Ford,F-150,2018,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6DB9PC434945,AHT,Toyota,Corolla,2023,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4562CC875502,KMH,Hyundai,Sonata,2012,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW786BB013027,ABM,BMW,X3,2011,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW4560SV991284,AAV,Volkswagen,Polo,2025,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW344AM420981,ABM,BMW,3 Series,2010,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABCXLX275295,AAV,Volkswagen,Tiguan,2020,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLM7K493811,1FA,Ford,Mustang,2021,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6M4E680042,WA1,Audi,A6,2021,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGGH0125GB439332,1HG,Honda,Civic,2016,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHLG7899RC708243,KMH,Hyundai,Santa Fe,2024,C,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW7893DV572842,AAV,Volkswagen,Tiguan,2013,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW122EM486372,ABM,BMW,X3,2014,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1DF34E9N188903,WA1,Audi,Q5,2014,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6DBXKB709303,AHT,Toyota,Corolla,2019,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1DF34C1E996800,WA1,Audi,A4,2012,E,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHHY1231PD333539,KMH,Hyundai,Sonata,2023,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW4561EV167766,AAV,Volkswagen,Touran,2014,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAABCDE1CH783167,AFA,Ford,Ranger,2012,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4561PB612097,1HG,Honda,Accord,2023,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6CB2RC880441,AHT,Toyota,Corolla,2024,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW785TB958827,ABM,BMW,X5,2026,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAFGH1J6EG367033,AFA,Ford,Focus,2014,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHHY1238CA124228,KMH,Hyundai,Sonata,2012,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAVW34G3F837665,WBA,BMW,X5,2016,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA18R55F2N031636,WA1,Audi,Q5,2015,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAB3GKAXN993322,1FA,Ford,Escape,2010,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6GB7RD434371,AHT,Toyota,Corolla,2024,D,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0120HA709987,KMH,Hyundai,i30,2017,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW7890JX824742,AAV,Volkswagen,Golf,2018,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0124DA103845,KMH,Hyundai,Sonata,2013,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAUX12C6M412577,WBA,BMW,318i,2012,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAJ1RMP6F901984,1FA,Ford,Mustang,2023,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW122HB016472,ABM,BMW,X3,2017,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW567MB406376,ABM,BMW,3 Series,2021,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA678901JF245272,AFA,Ford,Focus,2018,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGAB1234PA734478,1HG,Honda,HR-V,2023,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4563RC989401,1HG,Honda,Civic,2024,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA12345XHF965095,AFA,Ford,Everest,2017,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1H8U7FXN750863,WA1,Audi,A6,2015,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0123MB706120,KMH,Hyundai,Santa Fe,2021,B,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW7893JX014599,AAV,Volkswagen,Tiguan,2018,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6GB8CC739343,AHT,Toyota,Fortuner,2012,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAUX12AXM304865,WBA,BMW,X3,2010,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHMZ0122KD572881,KMH,Hyundai,Tucson,2019,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW124PM042655,ABM,BMW,X5,2023,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAABCDE5GF907880,AFA,Ford,Ranger,2016,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFAABCDE1PF917841,AFA,Ford,Fiesta,2023,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62J21236976,JTD,Toyota,RAV4,2018,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4567TD649661,KMH,Hyundai,i30,2026,D,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA123456GH516855,AFA,Ford,Focus,2016,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62J10048723,JTD,Toyota,Yaris,2018,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGEF7893DB523833,1HG,Honda,CR-V,2013,B,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGAB1230JC528828,1HG,Honda,Civic,2018,C,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA678906BG065006,AFA,Ford,Focus,2011,G,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW7895FW622556,AAV,Volkswagen,Polo,2015,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBA8A91D3A768352,WBA,BMW,X3,2013,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABC0FV308241,AAV,Volkswagen,Tiguan,2015,V,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6DB3AB791390,AHT,Toyota,Fortuner,2010,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAEV51F4K374531,WBA,BMW,X3,2015,K,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA678903TF808681,AFA,Ford,Focus,2026,F,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDKU40E06076002,JTD,Toyota,Camry,2014,6,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6L9N030114,WA1,Audi,Q5,2020,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1DF34K3F849473,WA1,Audi,Q3,2019,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAJ1RMN0K776200,1FA,Ford,F-150,2022,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW456XAX129855,AAV,Volkswagen,Touran,2010,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAJ1RMD4F017618,1FA,Ford,Escape,2013,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
KMHKU4564SA886513,KMH,Hyundai,Sonata,2025,A,Korea,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62A71281001,JTD,Toyota,RAV4,2010,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDLX51F81455180,JTD,Toyota,Camry,2015,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1HGCD4560CA511682,1HG,Honda,CR-V,2012,A,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA123457PH128467,AFA,Ford,Ranger,2023,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBA8A91B3F780559,WBA,BMW,X3,2011,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAEV51N2A292616,WBA,BMW,320i,2022,A,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62C51566487,JTD,Toyota,Corolla,2012,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AHTEB6DB3KC667129,AHT,Toyota,Corolla,2019,C,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDBR32G31608447,JTD,Toyota,RAV4,2016,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1DF34M6N079815,WA1,Audi,A6,2021,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVWABC3KX046262,AAV,Volkswagen,Golf,2019,X,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDMY62D90567133,JTD,Toyota,RAV4,2013,0,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
JTDBR32G91949061,JTD,Toyota,Camry,2016,1,Japan,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6N8N637962,WA1,Audi,Q3,2022,N,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAP8THT5F287826,1FA,Ford,Explorer,2026,F,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WA1G7T6P6D226825,WA1,Audi,Q3,2023,D,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW562SM722981,ABM,BMW,3 Series,2025,M,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLF0K262637,1FA,Ford,Mustang,2015,K,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBA8A91G8F680967,WBA,BMW,X3,2016,F,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AAVVW4567HW763804,AAV,Volkswagen,Golf,2017,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
1FAK2SLS0N688393,1FA,Ford,Explorer,2025,N,USA,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
WBAVW34M4M893004,WBA,BMW,318i,2021,M,Germany,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW129NB511067,ABM,BMW,X5,2022,B,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
AFA678906LH593155,AFA,Ford,Ranger,2020,H,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
ABMBMW566TW126889,ABM,BMW,3 Series,2026,W,South Africa,SYNTHETIC_DATASET_V1,2026-01-09 02:45:32,SYNTHETIC,75
